"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3150000","315000001320220003","20220414","","01","영업/정상","0000","정상","","","","","0269538022","","","서울특별시 강서구 마곡동 *** 피앤피빌딩","서울특별시 강서구 방화대로 *** 피앤피빌딩 *층 (마곡동)","07599","전진바이오팜주식회사 폴리파크 마곡지점","20220418134516","U","2021-12-03 22:00:00.0","","183754.040224403","451393.257201561","","","","",""
"3060000","306000001320220003","20220413","","01","영업/정상","0000","정상","","","","","02-2039-2149","","","서울특별시 중랑구 신내동 ***-* 신내동요양병원","서울특별시 중랑구 용마산로 *** 신내동요양병원 (신내동)","02058","전진바이오팜 주식회사 폴리파크 신내지점","20220413151627","I","2021-12-03 23:05:00.0","","208864.518879894","456011.793231632","","","","",""
"3150000","315000001320220009","20220519","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강서구 화곡동 ***-**","서울특별시 강서구 곰달래로 *** 지하*층 (화곡동)","07750","(주)더셈펫바이오","20220519092725","I","2021-12-04 22:01:00.0","","186813.607417019","447654.180891877","","","","",""
"3210000","321000001320220005","20220519","","01","영업/정상","0000","정상","","","","","022039","","","서울특별시 서초구 서초동 ****-* 리더스원 상가","서울특별시 서초구 사임당로 *** 리더스원 상가 지하*층 ***호 (서초동)","06629","(주)이마트에브리데이 래미안 리더스원점","20220519132619","I","2021-12-04 22:01:00.0","","202375.747328008","443293.000121873","","","","",""
"3210000","321000001320220006","20220519","","01","영업/정상","0000","정상","","","","","02-3473-2092","","","서울특별시 서초구 서초동 ****-** 한진택배","서울특별시 서초구 효령로**길 ** 한진택배 (서초동)","06721","(주)이마트에브리데이 남부터미널점","20220519141007","I","2021-12-04 22:01:00.0","","201776.50244889","442610.131697178","","","","",""
"3210000","321000001320220008","20220519","","01","영업/정상","0000","정상","","","","","02-534-3651","","","서울특별시 서초구 서초동 ****-* 동인빌딩","서울특별시 서초구 서운로 *** 동인빌딩 (서초동)","06609","(주)이마트에브리데이 서초동점","20220519175106","I","2021-12-04 22:01:00.0","","201862.357603246","444462.626124882","","","","",""
"3080000","308000001320220002","20220519","","01","영업/정상","0000","정상","","","","","02-3281-3651","","","서울특별시 강북구 미아동 **** 두원프라자 ***호","서울특별시 강북구 도봉로 *** ***호 (미아동 두원프라자)","01171","(주)이마트에브리데이 미아동점","20220519113158","I","2021-12-04 22:01:00.0","","202314.47965444","457821.853133872","","","","",""
"3220000","322000001320220008","20220519","","01","영업/정상","0000","정상","","","","","02-6952-3039","","","서울특별시 강남구 대치동 *** 은마아파트","서울특별시 강남구 삼성로 *** 편의시설동 ***호 (대치동 은마아파트)","06284","(주)이마트에브리데이 대치은마점","20220519153730","I","2021-12-04 22:01:00.0","","205707.089399978","443914.194133105","","","","",""
"3230000","323000001320220005","20220412","","01","영업/정상","0000","정상","","","","","02-2088-1824","","","서울특별시 송파구 잠실동 ***-* 한경빌딩","서울특별시 송파구 석촌호수로 *** 한경빌딩 *층 (잠실동)","05566","전진바이오팜주식회사 폴리파크 잠실지점","20220412094500","I","2021-12-03 23:04:00.0","","207769.539121995","445057.77801274","","","","",""
"3230000","323000001320220014","20220525","","01","영업/정상","0000","정상","","","","","","","","서울특별시 송파구 풍납동 ***-* 연지토성아파트","서울특별시 송파구 강동대로*길 ** ***동 ****호 (풍납동 연지토성아파트)","05538","호드림","20220525143343","I","2021-12-04 22:07:00.0","","210274.185529862","447307.649759292","","","","",""
"3170000","317000001320200004","20201028","","03","폐업","0002","폐업","20220430","","","","","","","서울특별시 금천구 가산동 **-** IT미래TOWER","서울특별시 금천구 디지털로*길 ** IT미래TOWER ****호 (가산동)","08511","엠디케이(MDK)","20220525092847","U","2021-12-04 22:07:00.0","","189863.598209033","441870.90420315","","","","",""
"3220000","322000001320220002","20220412","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 신사동 ***-** ---------","서울특별시 강남구 압구정로*길 ** *층 (신사동 ---------)","06034","(주)이마트에브리데이 강남시장점","20220412105045","I","2021-12-03 23:04:00.0","","201757.494098748","446282.45446652","","","","",""
"3120000","312000001320220004","20220801","","01","영업/정상","0000","정상","","","","","02-376-0077","","","서울특별시 서대문구 북가좌동 ***-*","서울특별시 서대문구 응암로 *** *층 (북가좌동)","03682","주식회사 나눔인터내셔널","20220801144352","I","2021-12-08 00:03:00.0","","192276.737406319","453314.550222656","","","","",""
"3090000","309000001320220004","20220525","","01","영업/정상","0000","정상","","","","","02-955-7313","","","서울특별시 도봉구 도봉동 **-*","서울특별시 도봉구 도봉로***길 ** *층 *** ***호 (도봉동)","01320","(주)이마트에브리데이도봉점","20220527155102","U","2021-12-04 22:09:00.0","","204166.098619898","464463.403607965","","","","",""
"3220000","322000001320220003","20220412","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 대치동 *** 우성아파트상가","서울특별시 강남구 남부순환로 **** 우성아파트상가 *층 ***호 (대치동)","06289","전진바이오팜주식회사 폴리파크 도곡역지점","20220412142115","I","2021-12-03 23:04:00.0","","204992.451561361","443183.576115254","","","","",""
"3000000","300000001320220003","20220714","","01","영업/정상","0000","정상","","","","","02-739-5580","","","서울특별시 종로구 교남동 ** 우성빌딩 *호","서울특별시 종로구 통일로 *** *호 (교남동)","03180","cu종로교남점","20220714091157","I","2021-12-06 23:06:00.0","","196881.585998335","451682.368379486","","","","",""
"3220000","322000001320140001","20140602","","03","폐업","0002","폐업","20220714","","","","02-6201-3341","","","서울특별시 강남구 논현동 *** POBA강남타워 *층 *층","서울특별시 강남구 학동로 *** (논현동 POBA강남타워 *층 *층)","06060","지이헬스케어코리아(주)","20220714131319","U","2021-12-06 23:06:00.0","","203522.611749323","446136.224971923","","","","",""
"3030000","303000001320220003","20220407","","01","영업/정상","0000","정상","","","","","02-467-8613","","","서울특별시 성동구 성수동*가 ***-***","서울특별시 성동구 성수이로**길 ** *층 (성수동*가)","04785","미니스톱성수경수점","20220407090750","I","2021-12-04 00:09:00.0","","205142.248195744","448706.51442405","","","","",""
"3210000","321000001320220003","20220406","","01","영업/정상","0000","정상","","","","","","3411.52","","서울특별시 서초구 서초동 ****-* 일광빌딩","서울특별시 서초구 서초중앙로 *** 일광빌딩 B*층 ***호 (서초동)","06634","(주)그레비티","20220406180425","I","2021-12-04 00:08:00.0","","201194.57518776","443304.838805011","","","","",""
"3210000","321000001320220002","20220331","","01","영업/정상","0000","정상","","","","","02-6953-2360","199.2","","서울특별시 서초구 우면동 ***-*","서울특별시 서초구 식유촌길 **(우면동)","06766","(주)유나이티드이미징헬스케어코리아","20220331105022","I","2021-12-04 00:02:00.0","","200932.515123452","439611.330612069","","","","",""
"3210000","321000001320220001","20220330","","01","영업/정상","0000","정상","","","","","02-3450-7000","81117.28","","서울특별시 서초구 서초동 ****-** The Asset","서울특별시 서초구 서초대로**길 ** The Asset (서초동)","06620","지멘스헬시니어스(주)","20220330130407","I","2021-12-04 00:01:00.0","","202236.514618153","443757.994255551","","","","",""
"3220000","322000001320220015","20220718","","03","폐업","0002","폐업","20220718","","","","","","","서울특별시 강남구 일원동 ***-* 수서*단지아파트 상가 ***호","서울특별시 강남구 양재대로**길 * 수서*단지아파트 상가 ***호 (일원동)","06341","CU강남행복점","20220720104920","U","2021-12-06 22:02:00.0","","207748.487100942","443240.945026406","","","","",""
"3060000","306000001320220002","20220329","","03","폐업","0002","폐업","20220414","","","","070-4100-3320","","","서울특별시 중랑구 상봉동 ***","서울특별시 중랑구 망우로 *** *층 (상봉동)","02120","다이소동부시장점","20220414175627","U","2021-12-03 23:06:00.0","","206659.973725483","454602.592730634","","","","",""
"3240000","324000001320220009","20220801","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강동구 성내동 ***-*","서울특별시 강동구 천호대로 **** *층 ****호 (성내동)","05373","(주)세아메디칼","20220801161028","I","2021-12-08 00:03:00.0","","211966.759282034","448015.084774496","","","","",""
"3210000","321000001320220018","20220801","","01","영업/정상","0000","정상","","","","","02-3497-1096","","","서울특별시 서초구 염곡동 ***-* 외국기업창업지원연구센터","서울특별시 서초구 헌릉로 * 외국기업창업지원연구센터 ***호 (염곡동)","06792","주아빛","20220801162809","I","2021-12-08 00:03:00.0","","203817.645288426","440372.135898289","","","","",""
"3130000","313000001320220004","20220718","","04","취소/말소/만료/정지/중지","0004","말소","","","","","02-333-6354","","","서울특별시 마포구 서교동 ***-**","서울특별시 마포구 양화로*길 ** 정명빌딩 ***호 (서교동)","04047","씨유합정태양점","20220801151826","U","2021-12-08 00:03:00.0","","192683.268760741","449608.324922344","","","","",""
"3210000","321000001320220017","20220818","","01","영업/정상","0000","정상","","","","","","","","서울특별시 서초구 반포동 ***-** 제이디 빌딩","서울특별시 서초구 강남대로**길 ** 제이디 빌딩 *층 (반포동)","06542","주식회사 펫닥","20220818110954","U","2021-12-07 22:00:00.0","","201907.192235434","444731.440860365","","","","",""
"3010000","301000001320220003","20221014","","01","영업/정상","0000","정상","","","","","02-2290-1052","","","서울특별시 중구 황학동 **** 롯데캐슬베네치아","서울특별시 중구 청계천로 *** 지하*층 (황학동 롯데캐슬베네치아)","04572","이마트청계천점(몰리스펫샵)","20221014183438","I","2021-10-30 23:06:00.0","","201823.908977364","452076.818664092","","","","",""
"3100000","310000001320220004","20220329","","01","영업/정상","0000","정상","","","","","","","","서울특별시 노원구 상계동 ***-* 현대프라자빌딩","서울특별시 노원구 동일로 **** 현대프라자빌딩 ***호 (상계동)","01763","모든지쇼핑","20220329131528","I","2021-12-02 21:01:00.0","","205324.316308279","460953.875994974","","","","",""
"3070000","307000001320220003","20220526","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 정릉동 **** 정릉*차 e-편한세상","서울특별시 성북구 북악산로 *** ***동 ***호 (정릉동 정릉*차 e-편한세상)","02818","원앤원","20220526162214","I","2021-12-04 22:08:00.0","","201646.640300822","455297.375163193","","","","",""
"3220000","322000001320220021","20221017","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강남구 개포동 ***-* 개포자이네르 상가 지하*층 *** ***호","서울특별시 강남구 언주로*길 * 개포자이르네 상가 지하*층 *** ***호 (개포동)","06310","(주)이마트에브리데이 개포래미안포레스트점","20221017135134","I","2021-10-30 23:09:00.0","","204816.681262789","441819.460667918","","","","",""
"3080000","308000001320220004","20220526","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강북구 미아동 ***-* *층","서울특별시 강북구 도봉로**길 ** *층 (미아동)","01119","제이케이컴퍼니","20220526090958","I","2021-12-04 22:08:00.0","","201844.453756929","458563.842165103","","","","",""
"3050000","305000001320170002","20170331","","01","영업/정상","0000","정상","","","","","2173-7180","","","서울특별시 동대문구 용두동 ***-*","서울특별시 동대문구 천호대로 ** (용두동)","02587","동아에스티(주)","20220419132811","U","2021-12-03 22:01:00.0","","202601.594014166","452366.257544294","","","","",""
"3120000","312000001320170001","20120702","","03","폐업","0002","폐업","20220411","","","","","0","","서울특별시 서대문구 충정로*가 *** 풍산빌딩","서울특별시 서대문구 충정로 ** 풍산빌딩 **층 (충정로*가)","03737","지멘스헬시니어스(주)","20220411155142","U","2021-12-03 23:03:00.0","","196662.335160742","450999.900043141","","","","",""
"3060000","306000001320220008","20220529","","01","영업/정상","0000","정상","","","","","","","","서울특별시 중랑구 묵동 *-*","서울특별시 중랑구 신내로**가길 *-** ***호 (묵동)","02021","이브닝","20220529133106","I","2021-12-04 21:01:00.0","","207364.957949459","457427.843853645","","","","",""
"3210000","321000001320220004","20220425","","01","영업/정상","0000","정상","","","","","","","","서울특별시 서초구 서초동 **** 서초그랑자이","서울특별시 서초구 효령로 ***(서초동 서초그랑자이)","06630","(주)이마트에브리데이","20220425091257","I","2021-12-03 22:07:00.0","","202245.377899369","442987.986999742","","","","",""
"3070000","307000001320220001","20220426","","01","영업/정상","0000","정상","","","","","","","","서울특별시 성북구 종암동 ***-* 종암에스케이아파트","서울특별시 성북구 종암로**가길 ** 상가동 B** B** B**~B** B**-*호 (종암동 종암에스케이아파트)","02798","(주)이마트에브리데이 종암점","20220426104904","I","2021-12-03 22:08:00.0","","203196.800963466","455429.846270094","","","","",""
"3220000","322000001320220004","20220425","","01","영업/정상","0000","정상","","","","","1644-1107","","","서울특별시 강남구 역삼동 ***-** 한국타이어빌딩","서울특별시 강남구 테헤란로 *** 한국타이어빌딩 **층 (역삼동)","06133","마켓컬리","20220426162008","I","2021-12-03 22:08:00.0","","202882.728038934","444215.31666966","","","","",""
"3000000","300000001320220001","20220425","","01","영업/정상","0000","정상","","","","","07049194123","","","서울특별시 종로구 숭인동 ***-** 엘리시앙오피스텔 ***호","서울특별시 종로구 종로 *** 엘리시앙오피스텔 ***호 (숭인동)","03115","주식회사 픽서(FIxer)","20220428164829","U","2021-12-03 21:00:00.0","","201687.573879734","452408.346754198","","","","",""
"3210000","321000001320220012","20220530","","01","영업/정상","0000","정상","","","","","02-6959-0117","","","서울특별시 서초구 서초동 ****-*","서울특별시 서초구 명달로 **(서초동)","06667","(주)이마트에브리데이 방배효령점","20220530105948","I","2021-12-06 00:01:00.0","","200247.455779224","442401.21158798","","","","",""
"3230000","323000001320180002","20180604","","01","영업/정상","0000","정상","","","","","02-2145-8000","","","서울특별시 송파구 신천동 *-** 롯데캐슬골드 *층","서울특별시 송파구 올림픽로 *** *층 (신천동 롯데캐슬골드)","05510","롯데쇼핑(주) 롯데마트사업본부","20220430131420","U","2021-12-05 00:03:00.0","","208836.192051204","445807.727388799","","","","",""
"3120000","312000001320220002","20220408","","01","영업/정상","0000","정상","","","","","","","","서울특별시 서대문구 남가좌동 **-* 명지대인문캠퍼스 MCC관 상가 지하*층","서울특별시 서대문구 거북골로 ** 명지대인문캠퍼스 MCC관 상가 지하*층 (남가좌동)","03674","(주)이마트에브리데이 명지대점","20220408145205","I","2021-12-03 23:00:00.0","","193139.52394401","453106.002592232","","","","",""
"3240000","324000001320220008","20220603","","01","영업/정상","0000","정상","","","","","02-441-1724","","","서울특별시 강동구 천호동 **-** 청담빌라","서울특별시 강동구 천중로**길 **-** 에이동 ***호 (천호동 청담빌라)","05316","휴먼앤매직(H&M)","20220603092354","I","2021-12-06 00:05:00.0","","212126.207780604","448915.841600908","","","","",""
"3150000","315000001320220010","20220607","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강서구 등촌동 ***-** 대림아르빌아파트","서울특별시 강서구 양천로**길 ** ***동 ***호 (등촌동 대림아르빌아파트)","07550","에그트리","20220607114515","I","2021-12-06 00:09:00.0","","187530.077079574","450423.036415337","","","","",""
"3000000","300000001320200001","20200424","","01","영업/정상","0000","정상","","","","","02-741-1461","","","서울특별시 종로구 종로*가 **-* ","서울특별시 종로구 종로 ***(종로*가)","03124","주식회사 통일의료기","20210923102644","U","2021-09-25 02:40:00.0","","200683.347665068    ","452121.204130185    ","동물용의료용구판매업","","","L00","0"
"3040000","304000001320220005","20220607","","01","영업/정상","0000","정상","","","","","02-6944-8458","","","서울특별시 광진구 군자동 ***-**","서울특별시 광진구 능동로**가길 **(군자동)","04997","블루스카이컴퍼니","20220607160120","I","2021-12-06 00:09:00.0","","206800.381640745","450336.742284458","","","","",""
"3150000","315000001320220011","20220608","","01","영업/정상","0000","정상","","","","","","","","서울특별시 강서구 화곡동 ****","서울특별시 강서구 공항대로**길 ** ***호 (화곡동)","07654","지와이에스엠몰","20220608093229","I","2021-12-05 23:00:00.0","","186943.79683438","450238.665562086","","","","",""
"3050000","305000001320220004","20220609","","01","영업/정상","0000","정상","","","","","","","","서울특별시 동대문구 휘경동 ***-**","서울특별시 동대문구 망우로**길 * *층 b호 (휘경동)","02496","(주)벳클리닉","20220609105240","I","2021-12-05 23:01:00.0","","205166.317936773","454074.991324664","","","","",""
"3000000","300000001320210003","20210928","","01","영업/정상","0000","정상","","","","","","","","서울특별시 종로구 부암동 ***-* 타임***오피스텔 ","서울특별시 종로구 자하문로 *** 타임***오피스텔 ***호 (부암동)","03020","펫월드","20210928100426","I","2021-09-30 00:23:02.0","","196668.877563099    ","455055.264019484    ","동물용의료용구판매업","","","000","0"
"3000000","300000001320210002","20210727","","01","영업/정상","0000","정상","","","","","","","","서울특별시 종로구 창신동 ***-** 삼우텍스프라자 ","서울특별시 종로구 지봉로 ** 삼우텍스프라자 (창신동)","03121","란제리하우스","20210727110011","I","2021-07-29 00:22:51.0","","201273.887781838    ","452163.292543039    ","동물용의료용구판매업","","","000","0"
"3000000","300000001320040001","20040226","","01","영업/정상","0000","정상","","","","","2232-3514","40.2","","서울특별시 종로구 숭인동 ****번지 타임빌딩***호 ","","","(주)메드로코리아","20041213140035","I","2018-08-31 23:59:59.0","","201911.136750205    ","452395.946444233    ","동물용의료용구판매업","","","L00",""
"3000000","300000001320100001","20100624","","01","영업/정상","0000","정상","","","","","762-7611","0","","서울특별시 종로구 숭인동 ***-*** *층 ","","","바다르산스(주)","20100624165340","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320100002","20100727","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 종로구 종로*가 *-*번지 ","서울특별시 종로구 종로 *** (종로*가)","03126","태리메디칼","20120322175349","I","2018-08-31 23:59:59.0","","200473.025169433    ","452112.059771326    ","동물용의료용구판매업","","","000",""
"3000000","300000001320030001","20030904","","01","영업/정상","0000","정상","","","","","2273-8489","32.99","","서울특별시 종로구 종로*가 ***번지 금천빌딩*** ","","","(주)영동싸이언스","20030904114218","I","2018-08-31 23:59:59.0","","199321.4036677      ","451985.646550196    ","동물용의료용구판매업","","","L00",""
"3000000","300000001319860001","19860702","","01","영업/정상","0000","정상","","","","","2274-4335~6","0","","서울특별시 종로구 장사동 **번지 *층*호 ","","","피씨상사","20030211104623","I","2018-08-31 23:59:59.0","","199330.08420518     ","451969.581791637    ","동물용의료용구판매업","","","000",""
"3000000","300000001319990001","19990406","","01","영업/정상","0000","정상","","","","","2273-0224","0","","서울특별시 종로구 종로*가 ***-*번지 (*층) ","","","동경메디교역상사","20030211104709","I","2018-08-31 23:59:59.0","","199193.286476914    ","451975.769220458    ","동물용의료용구판매업","","","000",""
"3000000","300000001320210001","20210105","","01","영업/정상","0000","정상","","","","","","","","서울특별시 종로구 익선동 ** 현대뜨레비앙 ","서울특별시 종로구 돈화문로**가길 ** ***호 (익선동 현대뜨레비앙)","03132","(주)아이바이오사이언스","20210107170801","U","2021-01-09 02:40:00.0","","199052.164234663    ","452535.569961658    ","동물용의료용구판매업","","","L00",""
"3000000","300000001319970001","19970429","","03","폐업","0002","폐업","20100726","","","","","0","","서울특별시 종로구 묘동 ***-*번지 ","서울특별시 종로구 돈화문로 **-* (묘동)","03139","장우양행(주)","20120322180518","I","2018-08-31 23:59:59.0","","199186.340950558    ","452176.045068543    ","동물용의료용구판매업","","","L00",""
"3000000","300000001320030002","20031112","","03","폐업","0002","폐업","20051104","","","","","35.7","","서울특별시 종로구 장사동 ***-*   번지 종로세운상가 라열***호 ","","","원에스피","20051104161058","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320000001","20001002","","03","폐업","0002","폐업","20031107","","","","743-2240","0","","서울특별시 종로구 연지동 ***-**  번지 한국기독교연합회관****호 ","","","대명메디칼","20031107162716","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3000000","300000001320010001","20010821","","03","폐업","0002","폐업","20110825","","","","","0","","서울특별시 종로구 종로*가 ***번지 ","","","대명의료기","20110825174646","I","2018-08-31 23:59:59.0","","199409.869494495    ","451996.572116316    ","동물용의료용구판매업","","","000",""
"3000000","300000001320010002","20010925","","03","폐업","0002","폐업","20100726","","","","","0","","서울특별시 종로구 묘동 ***-*   번지 ","","","장우양행(주)","20100726170449","I","2018-08-31 23:59:59.0","","","","동물용의료용구판매업","","","000",""
"3010000","301000001320190001","20190521","","01","영업/정상","0000","정상","","","","","02-2190-8400","","","서울특별시 중구 소공동 **-* 한진빌딩 ","서울특별시 중구 남대문로 ** 한진빌딩 **층 (소공동)","04532","동방에스앤디(주)","20200629145158","U","2020-07-01 02:40:00.0","","198274.236324259    ","451198.510083723    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320200001","20200420","","01","영업/정상","0000","정상","","","","","02-23011603","","","서울특별시 중구 산림동 ***-*번지 대림상가 ","서울특별시 중구 을지로 *** 대림상가 **층 **호 (산림동)","04545","가람전자","20200420170630","I","2020-04-22 00:23:38.0","","199526.416139264    ","451693.211256949    ","동물용의료용구판매업","","","000","0"
"3010000","301000001320200003","20200730","","01","영업/정상","0000","정상","","","","","02-709-0197","","","서울특별시 중구 남대문로*가 **-** 연세대학교 세브란스빌딩 ","서울특별시 중구 통일로 ** 연세대학교 세브란스빌딩 **층 (남대문로*가)","04527","한국베링거인겔하임동물약품(주)","20210804114902","U","2021-08-06 02:40:00.0","","197612.995083649    ","450539.857693464    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320200004","20200914","","01","영업/정상","0000","정상","","","","","02-709-0191","","","서울특별시 중구 남대문로*가 **-** 연세대학교 세브란스빌딩 ","서울특별시 중구 통일로 ** 연세대학교 세브란스빌딩 **층 (남대문로*가)","04527","한국베링거인겔하임동물약품(주)","20210804115158","U","2021-08-06 02:40:00.0","","197612.995083649    ","450539.857693464    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320170001","20170213","","01","영업/정상","0000","정상","","","","","02-305-4206","801.28","","서울특별시 중구 서소문동 **-*번지 ","서울특별시 중구 서소문로**길 ** ***호 (서소문동 신아빌딩)","04515","루가노메디컬","20170213174948","I","2018-08-31 23:59:59.0","","197556.202946679    ","451393.885452503    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320170002","20170314","","01","영업/정상","0000","정상","","","","","02-2626-5782","5643","","서울특별시 중구 남대문로*가 ***번지 ","서울특별시 중구 한강대로 *** *층 (남대문로*가 서울스퀘어)","04637","퀴아젠코리아 유한회사","20170615154345","I","2018-08-31 23:59:59.0","","197620.676444642    ","450361.506112161    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320180001","20180305","","01","영업/정상","0000","정상","","","","","080-011-6000","","","서울특별시 중구 을지로*가 **번지 SK텔레콤빌딩 ","서울특별시 중구 을지로 ** SK텔레콤빌딩 (을지로*가)","04539","에스케이텔레콤(주)","20180305171338","I","2018-08-31 23:59:59.0","","198614.978577595    ","451577.838950867    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320180002","20180509","","01","영업/정상","0000","정상","","","","","02-2231-8785","","","서울특별시 중구 황학동 *** 기업은행성동지점 ","서울특별시 중구 퇴계로 *** 기업은행성동지점 (황학동)","04576","(주)케이디알한국기업서비스","20210402142511","U","2021-04-04 02:40:00.0","","201742.972043744    ","451520.021136319    ","동물용의료용구판매업","","","L00","0"
"3010000","301000001320180003","20180618","","01","영업/정상","0000","정상","","","","","","","","서울특별시 중구 주교동 ***-*번지 세진빌딩 ","서울특별시 중구 창경궁로 ** 세진빌딩 *층 ***호 (주교동)","04545","지유(GU)조명","20180618093747","I","2018-08-31 23:59:59.0","","199724.738367917    ","451784.175279872    ","동물용의료용구판매업","","","000","0"
"3010000","301000001320150001","20150403","","01","영업/정상","0000","정상","","","","","02-305-4206","","","서울특별시 중구 서소문동 ","서울특별시 중구 서소문로**길 ** ***호 (서소문동)","04515","주식회사 제타이미징","20150403095305","I","2018-08-31 23:59:59.0","","197556.202946679    ","451393.885452503    ","동물용의료용구판매업","","","000","0"
