"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3020000","302000001220070001","20070327","","03","폐업","0002","폐업","20150713","","","","02-769-7500","0","","서울특별시 용산구 한남동 64-1 수영빌딩4층 ","서울특별시 용산구 한남대로20길 13 수영빌딩4층 (한남동)","04419","한국엠에스디동물약품(주)","20150713131350","I","2018-08-31 23:59:59.0","","200597.940803088    ","448069.782121815    ","동물용의약품도매상","","","L00",""
"3020000","302000001220080001","20080121","","03","폐업","0002","폐업","20080121","","","","796-3642","0","","서울특별시 용산구 한강로3가 40-604 ","","","케어사이드코리아","20080121170136","I","2018-08-31 23:59:59.0","","196715.727830381    ","447010.511469994    ","동물용의약품도매상","","","000",""
"3020000","302000001220140001","20140528","","03","폐업","0002","폐업","20150521","","","","02-2671-6932","0","","서울특별시 용산구 서빙고동 235-135 201호","서울특별시 용산구 서빙고로51길 15 2층 201호 (서빙고동)","04384","(주)성보애니멀헬스","20150521132822","I","2018-08-31 23:59:59.0","","199092.539603512    ","446542.984322235    ","동물용의약품도매상","","","L00",""
"3030000","303000001219810001","19810418","","03","폐업","0002","폐업","20060731","","","","","0","","서울특별시 성동구 성수동2가 278-20 ","","","(주)이-글벳","20060731153917","I","2018-08-31 23:59:59.0","","205328.899267705    ","449397.07280351     ","동물용의약품도매상","","","L00",""
"3030000","303000001219900001","19901019","","03","폐업","0002","폐업","20050228","","","","469-2727","0","","서울특별시 성동구 성수동2가 278-47 ","","","(주)장백베트켐","20050228110624","I","2018-08-31 23:59:59.0","","205276.138849379    ","449275.175886616    ","동물용의약품도매상","","","L00",""
"3030000","303000001220160001","20160719","","03","폐업","0002","폐업","20210422","","","20210422","02-2677-6931","0","","서울특별시 성동구 성수동2가 280-15 802호","서울특별시 성동구 광나루로8길 10 802호 (성수동2가 에이스성수타워1)","04799","주식회사 에스피씨텍","20210423172828","U","2021-04-25 02:40:00.0","","205557.941680639    ","449473.46380541     ","동물용의약품도매상","","","L00",""
"3010000","301000001220190001","20191014","","01","영업/정상","0000","정상","","","","","02-6388-8406","0","","서울특별시 중구 남대문로5가 84-11 연세대학교 세브란스빌딩","서울특별시 중구 통일로 10 연세대학교 세브란스빌딩 16층 (남대문로5가)","04527","한국베링거인겔하임동물약품(주)","20220727164919","U","2021-12-06 22:09:00.0","","197612.995083649","450539.857693464","","","","",""
"3030000","303000001220210001","20210420","","03","폐업","0002","폐업","20211221","","","20211221","","0","","서울특별시 성동구 성수동2가 280-44 성동세무타워 ","서울특별시 성동구 광나루로 294 성동세무타워 지하 1층 (성수동2가)","04796","브이피엘 주식회사","20211221172440","U","2021-12-23 02:40:00.0","","205436.410713525    ","449518.331562425    ","동물용의약품도매상","","","L00","0"
"3030000","303000001220180001","20181008","","03","폐업","0002","폐업","20191118","","","20191118","0264029690","0","","서울특별시 성동구 용답동 227-1 화성개발장한평 406호","서울특별시 성동구 자동차시장1길 18 화성개발장한평 4층 406호 (용답동)","04808","(주)카카오팜","20191118170728","U","2019-11-20 02:40:00.0","","205204.624667769    ","450982.009547642    ","동물용의약품도매상","","","L00",""
"3040000","304000001220190001","20191226","","01","영업/정상","0000","정상","","","","","","212.69","","서울특별시 광진구 자양동 610-9 공주빌딩 ","서울특별시 광진구 자양번영로 42 공주빌딩 (자양동)","05064","(주)엠에스팜","20191226135411","I","2019-12-28 00:23:26.0","","206645.876190049    ","447900.666026431    ","동물용의약품도매상","","","L00",""
"3040000","304000001220210001","20210906","","01","영업/정상","0000","정상","","","","","02-469-7300","0","","서울특별시 광진구 화양동 49-9 동신빌딩 ","서울특별시 광진구 아차산로 191 동신빌딩 지하 1층 (화양동)","05020","태산약품","20210906095933","I","2021-09-08 00:22:50.0","","205687.675941036    ","448867.440516076    ","동물용의약품도매상","","","000","0"
"3040000","304000001220160001","20160111","","01","영업/정상","0000","정상","","","","","02-6461-0085","792.97","","서울특별시 광진구 화양동 1 ","서울특별시 광진구 능동로 120 미래에너지관동 203204호 (화양동 건국대학교)","05029","주식회사 카브","20180227113021","I","2018-08-31 23:59:59.0","","206445.881091692    ","448922.881688102    ","동물용의약품도매상","","","L00",""
"3040000","304000001219920001","19920501","","03","폐업","0002","폐업","20080819","","","","3436-9183","108","","서울특별시 광진구 광장동 344 인성빌딩 5층 ","","","한국화이자동물약품(주)","20080819091400","I","2018-08-31 23:59:59.0","","209405.013333756    ","449625.418935534    ","동물용의약품도매상","","","F00",""
"3040000","304000001219990001","19990503","","03","폐업","0002","폐업","20011116","","","","","31.92","","서울특별시 광진구 구의동 547-8 리젠트오피스텔 514호 ","서울특별시 광진구 강변역로4길 68 (구의동)","05116","한국바이오뮨","20111030132958","I","2018-08-31 23:59:59.0","","208124.549163942    ","447812.924832297    ","동물용의약품도매상","","","000",""
"3040000","304000001220030001","20030426","","03","폐업","0002","폐업","20030527","","","","","0","","서울특별시 광진구 광장동 287-14   ","","","노그스","20030527112738","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000",""
"3040000","304000001220130001","20130723","","03","폐업","0002","폐업","20140512","","","","463-0500","","","서울특별시 광진구 구의동 69-34 ","서울특별시 광진구 자양로38길 10 (구의동)","04976","보덕메디팜(주)","20140513092327","I","2018-08-31 23:59:59.0","","207739.376497609    ","449439.672809715    ","동물용의약품도매상","","","L00",""
"3050000","305000001220190001","20190207","","01","영업/정상","0000","정상","","","","","02-3394-5082","0","","서울특별시 동대문구 답십리동 12-3 ","서울특별시 동대문구 한천로11길 6 미주빌딩 4층 401호 (답십리동)","02611","주식회사 유니크바이오","20190618211358","U","2019-06-20 02:40:00.0","","205404.610191081    ","451678.42930767     ","동물용의약품도매상","","","000",""
"3050000","305000001220190002","20191115","","01","영업/정상","0000","정상","","","","","02-2248-1114","0","","서울특별시 동대문구 장안동 398-8 신성빌딩 ","서울특별시 동대문구 한천로14길 53 신성빌딩 3층 (장안동)","02628","(주) 연안약품","20191115183610","I","2019-11-17 00:23:16.0","","205733.728064091    ","451637.711641927    ","동물용의약품도매상","","","L00",""
"3050000","305000001220200001","20200818","","01","영업/정상","0000","정상","","","","","02-924-5000","0","","서울특별시 동대문구 용두동 112-43 ","서울특별시 동대문구 천호대로17길 65 2층 (용두동)","02584","한신약품(주)","20200821142634","U","2020-08-23 02:40:00.0","","202759.39842201     ","452746.095518832    ","동물용의약품도매상","","","000",""
"3050000","305000001220170002","20170726","","01","영업/정상","0000","정상","","","","","02-6402-9690","0","","서울특별시 동대문구 장안동 430-2 ","서울특별시 동대문구 장한로 47 4층 (장안동 우측)","02629","(주)카카오팜","20170726111401","I","2018-08-31 23:59:59.0","","205838.423040069    ","451456.484066966    ","동물용의약품도매상","","","000",""
"3050000","305000001220020001","20070626","","03","폐업","0002","폐업","20090514","","","","967-8779","0","","서울특별시 동대문구 제기동 287-31 ","","","(주)협성가축약품","20090515110243","I","2018-08-31 23:59:59.0","","203628.921504998    ","453698.631375657    ","동물용의약품도매상","","","L00",""
"3050000","305000001220040001","20041117","","03","폐업","0002","폐업","20151126","","","","","0","","서울특별시 동대문구 용두동 255-72 ","서울특별시 동대문구 청계천로 485 (용두동)","02589","아산제약","20151126142058","I","2018-08-31 23:59:59.0","","202673.924263331    ","451994.184093374    ","동물용의약품도매상","","","L00",""
"3050000","305000001220050001","20050111","","03","폐업","0002","폐업","20210405","","","20210405","","0","","서울특별시 동대문구 용두동 26-14   ","","","보람농산","20210408170049","U","2021-04-10 02:40:00.0","","","","동물용의약품도매상","","","L00",""
"3050000","305000001220100001","20100223","","03","폐업","0002","폐업","20181107","","","","927-8934","67.16","","서울특별시 동대문구 용두동 129-167 ","서울특별시 동대문구 천호대로16길 36 (용두동)","02589","(주)팜스홀","20181107111801","U","2018-11-09 02:36:08.0","","202704.736991914    ","452220.302937576    ","동물용의약품도매상","","","000",""
"3050000","305000001220160001","20160224","","03","폐업","0002","폐업","20171023","","","","965-9778","0","","","서울특별시 동대문구 왕산로 225 에이동 1층 14호 (청량리동 미주상가)","02490","(주)협성가축약품","20171023173822","I","2018-08-31 23:59:59.0","","204089.817117361    ","453314.135663101    ","동물용의약품도매상","","","L00",""
"3050000","305000001220170001","20170119","","03","폐업","0002","폐업","20171107","","","20171107","02-3394-9301","0","","서울특별시 동대문구 장안동 ","서울특별시 동대문구 한천로14길 53 (장안동)","02628","신성약품(주)","20171107180311","I","2018-08-31 23:59:59.0","","205733.728064091    ","451637.711641927    ","동물용의약품도매상","","","L00",""
"3060000","306000001220000001","20001013","","01","영업/정상","0000","정상","","","","","02-973-8964","41.76","","서울특별시 중랑구 묵동 48-22 대한빌딩 ","서울특별시 중랑구 공릉로18길 68 대한빌딩 2층 (묵동)","02019","일승물산(주)","20220104143548","U","2022-01-06 02:40:00.0","","207235.453043569    ","457315.078254949    ","동물용의약품도매상","","","L00","0"
"3060000","306000001219990001","19990513","","03","폐업","0002","폐업","20090313","","","","496-4070","0","","서울특별시 중랑구 면목동 180-68 ","","","(주)버박코리아","20090313135106","I","2018-08-31 23:59:59.0","","206910.132908306    ","454259.937648988    ","동물용의약품도매상","","","L00",""
"3060000","306000001220170001","20171122","","03","폐업","0002","폐업","20211126","","","20211126","02-6927-5475","105.61","","서울특별시 중랑구 중화동 324-148 양우빌딩 ","서울특별시 중랑구 중랑천로 105 양우빌딩 4층 (중화동)","02114","(주)우리엔팜","20211126152709","U","2021-11-28 02:40:00.0","","206292.997292632    ","454691.995626041    ","동물용의약품도매상","","","L00","0"
"3070000","307000001220040001","20040915","","01","영업/정상","0000","정상","","","","","02-953-4050","148.5","","서울특별시 성북구 안암동5가 110-126 ","서울특별시 성북구 안암로 47-1 (안암동5가)","02857","서울수의약품(주)","20160908140213","I","2018-08-31 23:59:59.0","","202339.753873848    ","453228.537532712    ","동물용의약품도매상","","","L00",""
"3070000","307000001220010001","20011127","","03","폐업","0002","폐업","20080902","","","","923-3470","36","","서울특별시 성북구 보문동7가 118 서광빌딩 404호 ","","","일진에프앤피(주)","20080902170653","I","2018-08-31 23:59:59.0","","201925.121532202    ","452935.221547454    ","동물용의약품도매상","","","000",""
"3090000","309000001220110001","20111110","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 도봉구 창동 667-5 101호","서울특별시 도봉구 노해로62길 80 101호 (창동)","01456","대호상사","20141014183904","I","2018-08-31 23:59:59.0","","203327.739559023    ","460602.966552336    ","동물용의약품도매상","","","000",""
"3090000","309000001220180001","20180810","","03","폐업","0002","폐업","20190212","","","20190212","","0","","서울특별시 도봉구 도봉동 286-13 ","서울특별시 도봉구 도봉산4길 27-15 (도봉동)","01301","디비에이팜","20190212095643","U","2019-02-14 02:40:00.0","","203589.270296725    ","465125.902410114    ","동물용의약품도매상","","","000",""
"3100000","310000001220030001","20030613","","01","영업/정상","0000","정상","","","","","976-6123","93.73","","서울특별시 노원구 공릉동 ","서울특별시 노원구 동일로190길 41 4호 (공릉동 진영빌딩)","01842","대암축산","20160907100454","I","2018-08-31 23:59:59.0","","206587.898861827    ","458193.262662121    ","동물용의약품도매상","","","000",""
"3100000","310000001220080001","20080829","","03","폐업","0002","폐업","20140226","","","","923-3470","76.69","","서울특별시 노원구 공릉동 172 ","서울특별시 노원구 공릉로 232 (공릉동 서울테크노파크 901호)","01811","일진에프앤피(주)","20140226084438","I","2018-08-31 23:59:59.0","","206981.454072644    ","458960.471391303    ","동물용의약품도매상","","","L00",""
"3100000","310000001220110001","20110615","","03","폐업","0002","폐업","20170803","","","20170803","930-7161","0","","서울특별시 노원구 상계동 1025-32 ","서울특별시 노원구 동일로 1626 1층 (상계동)","01630","서정동물약품","20170803152326","I","2018-08-31 23:59:59.0","","204855.335238863    ","463464.81234366     ","동물용의약품도매상","","","000",""
"3100000","310000001220170001","20170322","","03","폐업","0002","폐업","20180717","","","20180717","","39","","서울특별시 노원구 상계동 1293 ","서울특별시 노원구 덕릉로118길 29 상가동 3층 309호 (상계동 불암현대아파트)","01646","아이메디","20180718090712","I","2018-08-31 23:59:59.0","","207131.576339305    ","462829.18165682     ","동물용의약품도매상","","","000",""
"3100000","310000001220060001","20061115","","03","폐업","0002","폐업","20180518","","","20180518","","77","","서울특별시 노원구 공릉동 571-38 진성빌딩 401호 ","","","(주)협성로하스","20180518164344","I","2018-08-31 23:59:59.0","","206314.94905871     ","457752.969179825    ","동물용의약품도매상","","","L00",""
"3110000","311000001220090001","20090302","","01","영업/정상","0000","정상","","","","","3477-8048","66.6","","서울특별시 은평구 응암동 84-2 신풍빌딩 6층 ","서울특별시 은평구 은평로13길 10 (응암동 신풍빌딩 6층)","03460","에스에프메디슨","20140401111904","I","2018-08-31 23:59:59.0","","193366.180797982    ","455538.81331826     ","동물용의약품도매상","","","000",""
"3110000","311000001219830001","19830408","","03","폐업","0002","폐업","20061228","","","","359-6080","0","","서울특별시 은평구 불광동 267-1    ","","","한양동물약품","20061228173234","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000",""
"3110000","311000001219970001","19970402","","03","폐업","0002","폐업","20171114","","","20171114","376-8100","0","","서울특별시 은평구 응암동 746-1 2층 ","서울특별시 은평구 가좌로7길 9 2층 (응암동)","03481","(주)원풍약품상사","20171114111445","I","2018-08-31 23:59:59.0","","192887.616423899    ","453804.182761279    ","동물용의약품도매상","","","000",""
"3110000","311000001220070001","20070214","","03","폐업","0002","폐업","20080212","","","","376-7584","2823.97","","서울특별시 은평구 신사동 24-59   경보빌딩 1층 ","","","현대약품","20080212170906","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000",""
"3120000","312000001220110001","20110126","","01","영업/정상","0000","정상","","","","","02-373-3668","99","","서울특별시 서대문구 연희동 80-8 ","서울특별시 서대문구 연희로 156 2층 204호 (연희동)","03723","(주)삼지벳","20210330142315","U","2021-04-01 02:40:00.0","","194165.36648984     ","452079.006766951    ","동물용의약품도매상","","","L00",""
"3120000","312000001220100001","20100707","","03","폐업","0002","폐업","20110125","","","","373-3668","0","","서울특별시 서대문구 홍은동 395-24 ","서울특별시 서대문구 가좌로 60 (홍은동 풍하빌딩)","03659","삼지벳","20150801104617","I","2018-08-31 23:59:59.0","","193724.212864126    ","452967.624237022    ","동물용의약품도매상","","","000",""
"3120000","312000001220030001","20030224","","03","폐업","0002","폐업","20130111","","","","373-3669","197.64","","서울특별시 서대문구 홍은동 397-9 지하1층 ","서울특별시 서대문구 가좌로 94 (홍은동)","03659","(주)삼지약품","20130305101404","I","2018-08-31 23:59:59.0","","193525.84232288     ","453228.561487893    ","동물용의약품도매상","","","L00",""
"3130000","313000001219940001","19940228","","03","폐업","0002","폐업","20051107","","","","","0","","서울특별시 마포구 서교동 463-4    1층 ","","","(주)성보사이언스텍","20051107111340","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000",""
"3130000","313000001220020001","20020305","","03","폐업","0002","폐업","20040322","","","","","0","","서울특별시 마포구 상수동 145-1 2층 ","서울특별시 마포구 와우산로 45 (상수동 2층)","04049","(주)애니슨","20111030161815","I","2018-08-31 23:59:59.0","","193104.620989941    ","449589.620442796    ","동물용의약품도매상","","","000",""
"3130000","313000001220030001","20030607","","03","폐업","0002","폐업","20050125","","","","326-1269","0","","서울특별시 마포구 망원동 436-41 2층 ","","","(주)세아엘텍","20050125172127","I","2018-08-31 23:59:59.0","","191253.661410745    ","450826.412340313    ","동물용의약품도매상","","","000",""
"3130000","313000001220150001","20150714","","03","폐업","0002","폐업","20170911","","","20170911","02 331 2582","","","서울특별시 마포구 공덕동 168 ","서울특별시 마포구 마포대로 163 8층 (공덕동 서울신용보증재단)","04130","한국엠에스디동물약품(주)","20180914111646","U","2018-09-14 23:59:59.0","","195865.102384839    ","449639.100661944    ","동물용의약품도매상","","","000",""
"3130000","313000001219860001","19860626","","03","폐업","0002","폐업","20041103","","","","337-4450","0","","서울특별시 마포구 서교동 357-1    서교오피스텔 324호 ","","","서울수의약품(주)","20041103111554","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000",""
"3140000","314000001219990001","19990503","","02","휴업","0001","휴업","","20110706","","","2601-3941","52.2","","서울특별시 양천구 신월동 12-4 ","","","태의상사","20110706104357","I","2018-08-31 23:59:59.0","","184645.579724418    ","448755.289199387    ","동물용의약품도매상","","","000",""
"3140000","314000001220030001","20031230","","03","폐업","0002","폐업","20060713","","","","2645-4936","50","","서울특별시 양천구 목동 611-11 2층 ","","","(주)창조테크노","20060713093619","I","2018-08-31 23:59:59.0","","187989.933854336    ","449646.517348931    ","동물용의약품도매상","","","L00",""
"3140000","314000001220170001","20170614","","03","폐업","0002","폐업","20190322","","","20190322","2648-3410","","","","서울특별시 양천구 목동동로 430 상가 A동 동 208호 (목동 목동신시가지아파트6단지)","07986","엠솔트레이딩","20190325093803","U","2019-03-27 02:40:00.0","","189749.776358917    ","448050.161097073    ","동물용의약품도매상","","","L00",""
"3150000","315000001220030002","20181004","","01","영업/정상","0000","정상","","","","","2665-6417","60.74","","서울특별시 강서구 공항동 1351-4 ","서울특별시 강서구 방화대로6다길 20-12 (공항동)","07645","대양신약","20181005145324","U","2018-10-07 02:35:50.0","","183840.31735279     ","450395.281037223    ","동물용의약품도매상","","","000",""
"3150000","315000001220030001","20030310","","03","폐업","0002","폐업","20111230","","","","3663-1876","51.1","","서울특별시 강서구 등촌동 696 세신그린코아 215216호","서울특별시 강서구 공항대로41길 51 215216호 (등촌동세신그린코아)","","(주)프런피드","20111230113524","I","2018-08-31 23:59:59.0","","186301.875540288    ","450896.992532972    ","동물용의약품도매상","","","000",""
"3150000","315000001220030003","20031224","","03","폐업","0002","폐업","20070604","","","","3661-6407","0","","서울특별시 강서구 등촌동 685 ","서울특별시 강서구 강서로68길 23 (등촌동)","","(주)지오엠디코리아","20070604153404","I","2018-08-31 23:59:59.0","","185994.964119824    ","451596.45849391     ","동물용의약품도매상","","","000",""
"3150000","315000001220020001","20021205","","03","폐업","0002","폐업","20130411","","","","3662-1055","59.83","","서울특별시 강서구 방화동 593-42 ","서울특별시 강서구 금낭화로 49 (방화동)","07608","홍지물산","20130411172257","I","2018-08-31 23:59:59.0","","183271.799393299    ","451958.934275989    ","동물용의약품도매상","","","000",""
"3150000","315000001220060001","20060315","","03","폐업","0002","폐업","20070122","","","","2667-0372","0","","서울특별시 강서구 공항동 150 구화물청사 312호","","","(주)피엔브이","20070122144752","I","2018-08-31 23:59:59.0","","182914.598086861    ","450966.559529824    ","동물용의약품도매상","","","000",""
"3160000","316000001220030001","20030524","","03","폐업","0002","폐업","20070122","","","","","97.5","","서울특별시 구로구 구로동 113-3 2층 ","","","(주)예스팜","20070122093408","I","2018-08-31 23:59:59.0","","189943.958564583    ","444219.7107371      ","동물용의약품도매상","","","L00",""
"3160000","316000001220020001","20020905","","04","취소/말소/만료/정지/중지","0004","말소","","","","","857-0880","62.05","","서울특별시 구로구 구로동 685-140 605호 ","서울특별시 구로구 구일로10길 93 605호 (구로동)","08323","(주)에스에이비바이오텍","20210806111440","U","2021-08-08 02:40:00.0","","189052.101789082    ","443748.279289935    ","동물용의약품도매상","","","L00","0"
"3170000","317000001220070001","20070802","","03","폐업","0002","폐업","20100629","","","","","0","","서울특별시 금천구 가산동 680 ","","","(주)창조테크노","20100629110549","I","2018-08-31 23:59:59.0","","190050.903572929    ","440523.497478209    ","동물용의약품도매상","","","L00",""
"3200000","320000001220110001","20110907","","03","폐업","0002","폐업","20141023","","","","875-0806","48.2","","서울특별시 관악구 신림동 1417-50 ","서울특별시 관악구 봉천로14길 19 (신림동)","08753","(주)상록메디컬","20141023162738","I","2018-08-31 23:59:59.0","","193777.98708319     ","442792.138038114    ","동물용의약품도매상","","","L00",""
"3180000","318000001220190001","20190222","","01","영업/정상","0000","정상","","","","","02-761-1215","0","","서울특별시 영등포구 여의도동 43 미원빌딩 ","서울특별시 영등포구 국제금융로 70 미원빌딩 808호 (여의도동)","07333","(주)에이앤티","20190314140809","U","2019-03-16 02:40:00.0","","193798.948251805    ","446579.652565611    ","동물용의약품도매상","","","L00","0"
"3180000","318000001220210001","20211116","","01","영업/정상","0000","정상","","","","","02-835-4300","0","","서울특별시 영등포구 대림동 739-11 ","서울특별시 영등포구 대림로35가길 15 2층 (대림동)","07412","주식회사 하이스트팜","20211116174626","I","2021-11-18 00:22:44.0","","190921.209556409    ","443941.616433188    ","동물용의약품도매상","","","L00","0"
"3180000","318000001220210002","20211208","","01","영업/정상","0000","정상","","","","","02-449-3525","0","","서울특별시 영등포구 대림동 689-1 대경빌딩 ","서울특별시 영등포구 대림로 198 대경빌딩 306호 (대림동)","07401","뉴딜팜 주식회사","20211208181046","I","2021-12-10 00:22:42.0","","190968.380569652    ","444038.137157911    ","동물용의약품도매상","","","000","0"
"3180000","318000001220160002","20160523","","01","영업/정상","0000","정상","","","","","02-2639-0100","0","","서울특별시 영등포구 영등포동2가 94-29 1층 ","서울특별시 영등포구 버드나루로6길 10 1층 (영등포동2가)","07254","백광의약품(주)","20160523134132","I","2018-08-31 23:59:59.0","","192215.648586084    ","446687.339692779    ","동물용의약품도매상","","","L00","0"
"3180000","318000001220170001","20171120","","01","영업/정상","0000","정상","","","","","","","","서울특별시 영등포구 대림동 738 백광빌딩 1층 ","서울특별시 영등포구 대림로33길 9 1층 (대림동)","07412","펫비즈","20171120101853","I","2018-08-31 23:59:59.0","","190868.67044995     ","443939.849925328    ","동물용의약품도매상","","","L00","0"
"3180000","318000001220050001","20050627","","01","영업/정상","0000","정상","","","","","02-3471-1915","231","","서울특별시 영등포구 문래동3가 55-20 에이스하이테크시티 1동 718호","서울특별시 영등포구 경인로 775 1동 718호 (문래동3가 에이스하이테크시티)","07299","(주)에스틴","20180801092143","I","2018-08-31 23:59:59.0","","190996.357288859    ","445841.377603245    ","동물용의약품도매상","","","L00","0"
"3180000","318000001220180001","20180313","","01","영업/정상","0000","정상","","","","","02-835-7576","0","","서울특별시 영등포구 도림동 224 ","서울특별시 영등포구 도영로7길 1 미도코리아 1층 (도림동)","07372","주식회사 에이투메디팜","20200720151550","U","2020-07-22 02:40:00.0","","190687.280977017    ","445183.256927726    ","동물용의약품도매상","","","L00","0"
"3180000","318000001219770001","19771207","","03","폐업","0002","폐업","20141231","","","","2632-9209","0","","서울특별시 영등포구 영등포동7가 64-48 ","서울특별시 영등포구 영중로27길 10 (영등포동7가)","","서울축산약품","20141231095240","I","2018-08-31 23:59:59.0","","191465.892560136    ","446905.037998287    ","동물용의약품도매상","","","000","0"
"3180000","318000001219910001","19911106","","03","폐업","0002","폐업","20121012","","","","2632-5341","75.61","","서울특별시 영등포구 당산동6가 235-3 ","서울특별시 영등포구 당산로50길 28 (당산동6가)","07223","신우축산상사","20121012132648","I","2018-08-31 23:59:59.0","","191518.003887514    ","447889.730318157    ","동물용의약품도매상","","","000","0"
"3180000","318000001220040001","20040322","","03","폐업","0002","폐업","20050618","","","","02)3471-1915","0","","서울특별시 영등포구 문래동3가 82-29 우리벤처타운 304호 ","서울특별시 영등포구 선유로 70 (문래동3가우리벤처타운 304호)","","에스틴코퍼레이션","20050618085736","I","2018-08-31 23:59:59.0","","190217.705071932    ","446449.917568696    ","동물용의약품도매상","","","000","0"
"3180000","318000001220060001","20060914","","03","폐업","0002","폐업","20080227","","","","","55","","서울특별시 영등포구 신길동 4525-1    ","","","바이오피아","20080227113739","I","2018-08-31 23:59:59.0","","","","동물용의약품도매상","","","000","0"
"3180000","318000001220080001","20080109","","03","폐업","0002","폐업","20110105","","","","796-3642","0","","서울특별시 영등포구 문래동1가 39 센터플러스 B동 105호","서울특별시 영등포구 경인로82길 3-4 B동 105호 (문래동1가센터플러스)","","케어사이드코리아","20110105170836","I","2018-08-31 23:59:59.0","","190828.268143013    ","445548.79737092     ","동물용의약품도매상","","","000","0"
