,contetnt,date,place,tags
2699,"['오늘아님주의', '귀여운', '멈머들과', '햅삐한', '시간정말', '오랜만에', '간', '개들랜드', '미용시기', '놓친', '울', '햅삐', '너무', '꼬질꼬질']",2022-02-13,개들랜드,[]
2700,"['친구들과', '대관해서', '뛰뛰하러', '좀더', '친해지길', '바라', '로이', '친구들이랑', '뛰뛰', '댕댕이', '댕댕이그램', '댕스타그램', '댕댕이스타그램', '댕댕이일상', '멍스타그램', '멍멍이', '멍멍이그램', '멍팔', '멍팔맞팔', '멍팔환영', '대형견', '대형견스타그램', '반려견', '반려견그램', '시흥', '반려견놀이터', '시흥승마힐링체험장', '운동장대관', '좋반', '좋아요반사', '좋아요', '일상', '소통']",2022-02-13,경기도 시흥,"['로이', '친구들이랑', '뛰뛰', '댕댕이', '댕댕이그램', '댕스타그램', '댕댕이스타그램', '댕댕이일상', '멍스타그램', '멍멍이', '멍멍이그램', '멍팔', '멍팔맞팔', '멍팔환영', '대형견', '대형견스타그램', '반려견', '반려견그램', '시흥', '반려견놀이터', '시흥승마힐링체험장', '운동장대관', '좋반', '좋아요반사', '좋아요', '일상', '소통']"
2701,"['어린이대공원', '애견놀이터', '오늘도', '잘놀았다', '넘피곤해서', '벌써', '뻗어버리심', '비숑프리제', '비숑스타그램', '비숑일상', '댕스타그램', '댕댕이의하루', '댕댕이주말', '애견스타그램', '반려견놀이터', '어린이대공원', '강아지일상', '강아지주말', 'puppylife', 'petstagram', 'pet', 'dogstagram', 'bichonfrise']",2022-02-13,어린이대공윈,"['비숑프리제', '비숑스타그램', '비숑일상', '댕스타그램', '댕댕이의하루', '댕댕이주말', '애견스타그램', '반려견놀이터', '어린이대공원', '강아지일상', '강아지주말', 'puppylife', 'petstagram', 'pet', 'dogstagram', 'bichonfrise']"
2702,"['거대포뇨', '실물', '체감짤', '하지만', '킬로', '포켓독이에용', '포뇨의일기']",2022-02-13,,['포뇨의일기']
2703,"['집에안간대', '포메라이언', '포메그램', '폼피츠', '집에안가', '집안가는개', 'pomestagram', 'pompitz', '상암애견놀이터', '반려견놀이터']",2022-02-13,,"['포메라이언', '포메그램', '폼피츠', '집에안가', '집안가는개', 'pomestagram', 'pompitz', '상암애견놀이터', '반려견놀이터']"
2704,"['오늘은', '기흥레스피아', '아직', '땅이', '질어서', '엄마가', '가까이', '오지말라고했는데', '그', '말을', '들을', '문뿌꾸가', '아니지', '뿌꾸', '실버푸들', '기흥', '반려견놀이터', '기흥레스피아', '푸들은사랑입니다', '푸들스타그램', '댕스타그램', '멍스타그램', '개린이']",2022-02-13,용인시 기흥레스피아,"['뿌꾸', '실버푸들', '기흥', '반려견놀이터', '기흥레스피아', '푸들은사랑입니다', '푸들스타그램', '댕스타그램', '멍스타그램', '개린이']"
2705,"['오늘', '헛구역질', '나올', '때까지', '뛰어떠', '엄마가', '이제', '그만', '뛰래', '일상', '반려견스타', '반려견스타그램', '반려견일상', '반려견', '반려견그램', '반려견소통', '반려견협찬환영', '반려견산책', '반려견옷', '반려견놀이터', '반려견운동장']",2022-02-13,,"['일상', '반려견스타', '반려견스타그램', '반려견일상', '반려견', '반려견그램', '반려견소통', '반려견협찬환영', '반려견산책', '반려견옷', '반려견놀이터', '반려견운동장']"
2706,"['우리', '짱구', '스파', '머드팩하는', '동안', '소고기', '사먹고', '일산호수', '반려견', '놀이터', '뛰뛰', '멍쉬', '펫스파', '라벤더향솔솔', '일산호수공원', '반려견놀이터', '꽃살', '소갈비']",2022-02-13,,"['멍쉬', '펫스파', '라벤더향솔솔', '일산호수공원', '반려견놀이터', '꽃살', '소갈비']"
2707,"['enjoysunday', '난', '역시', '놀이터에서', '살게', '놀이터에서', '놀고', '산책', '하고', '한강라면', '먹고', '또', '놀이터가고', '아주', '올바른', '일요일을', '지냈습니다']",2022-02-13,월드컵공원 반려견 놀이터,['enjoysunday']
2708,"['놀이터', '갔다가', '등산하고', '목욕하고']",2022-02-13,,[]
2709,"['홍보방법', '제품과', '서비스', '획기적', '통합으로', '특별한', '판매', '방법을', '소개합니다', 'https', 'blog', 'naver', 'com', 'kwonsw', '며느리룩', '애월맛집', '복매운탕', '가맹점창업', '애스타그램', '초벌곱창', '반려견놀이터', '호텔음식배달', '와플믹스추천', '빠에야', '소소한일상', '보미', '맞팔선팔', '샤브샤브소고기', '잔치상', '명일동맛집', '돼지곱창전골', '제주도여행코스', '홍합탕', '한우가격', '새우패티', '양띠아기', '햄버거소스', '아이오아이', '커피숍창업']",2022-02-13,,"['며느리룩', '애월맛집', '복매운탕', '가맹점창업', '애스타그램', '초벌곱창', '반려견놀이터', '호텔음식배달', '와플믹스추천', '빠에야', '소소한일상', '보미', '맞팔선팔', '샤브샤브소고기', '잔치상', '명일동맛집', '돼지곱창전골', '제주도여행코스', '홍합탕', '한우가격', '새우패티', '양띠아기', '햄버거소스', '아이오아이', '커피숍창업']"
2710,"['주말은', '모다', 'tobbubbo', '톳토랑', '마들이다', '톳토랑', '찐친', '되어가는', '중', '토토', '오기', '전', '까지는', '안놀더니', '토토', '오니까', '놀기', '시작', '미용', '가야해서', '집', '급하게', '들러', '빗질', '완료', '오늘', '마들도', '성공적']",2022-02-13,마들스타디움,[]
2711,"['두부', '오늘', '놀이터', '다녀왔어요', '엄빠', '졸졸', '따라다니느라', '바쁜', '두부', '신나게', '놀아서', '꼬질꼬질', '인천대공원', '반려견놀이터']",2022-02-13,,"['인천대공원', '반려견놀이터']"
2712,"['놀이터는언제나재밌설', 'Pet', 'Playground']",2022-02-13,,[]
2713,"['옵뽜', '지금', '딴', '견한테', '한눈', '판거야', '내이름은몽구', '표정개억울', '오늘은인천대공원', '반려견놀이터']",2022-02-13,,"['내이름은몽구', '표정개억울', '오늘은인천대공원', '반려견놀이터']"
2714,"['멍밀크티', '개이득', '토토부럽', '강아지', '함께즐기는', '주말', '반려견놀이터', '카페', '커피', '디저트', '반려견', '인스타펫', '산책', '행복', '댕집사', '일상기록', '즐거운', '외출', '해삐주말', '좋아요']",2022-02-13,,"['개이득', '토토부럽', '강아지', '함께즐기는', '주말', '반려견놀이터', '카페', '커피', '디저트', '반려견', '인스타펫', '산책', '행복', '댕집사', '일상기록', '즐거운', '외출', '해삐주말', '좋아요']"
2715,"['봄이', '오나봐요', '달려라코코', '반려견놀이터', '봄준비']",2022-02-13,,"['달려라코코', '반려견놀이터', '봄준비']"
2716,"['좋은사람들과의', '시간', '즐겁고', '행복했다', '신가네암소설렁탕', '아주', '귀한', '요리와', '함께', '인제', '라이프위드도그에서도', '먹읍시다', '신가네암소설렁탕', '신재우', '일산라페스타', '라이프위드도그', '반려견간식', '설렁탕', '좋은사람들', '반려견은', '가족입니다', '반려가족전용리조트앤캠핑라이프위드그', '숙박', '객실', '캠핑', '식당', '공유주방', '반려견호텔', '돌봄서비스', '반려견카페', '반려견스토어', '반려견공원', '놀이터', '반려견체육관', '교육', '반려견수영장', '년오픈예정', '반려견목욕', '세미나', '미팅룸', '산책', '그리고', '힐링', '축제', '추억만들기', '년', '반려견과', '함께', '할수있는', '다양한', '프로그램과', '서비스를', '준비하면서', '더욱', '더', '고민하고', '연구하고', '노력하겠습니다', '예약', '문의', '리조트', '직접', '예약시', '반려견', '선물증정', '라이프위드도그', '반려견축제', '반려견과함께', '반려가족전용', '반려견과캠핑', '반려견투어', '반려견놀이터', '반려견호텔', '반려견유치원', '반려견돌봄서비스', '반려견카페', '대형견동반', '대형견숙박', '자작나무숲', '내린천']",2022-02-13,신가네암소설렁탕,"['신가네암소설렁탕', '신재우', '일산라페스타', '라이프위드도그', '반려견간식', '설렁탕', '좋은사람들', '반려견은', '라이프위드도그', '반려견축제', '반려견과함께', '반려가족전용', '반려견과캠핑', '반려견투어', '반려견놀이터', '반려견호텔', '반려견유치원', '반려견돌봄서비스', '반려견카페', '대형견동반', '대형견숙박', '자작나무숲', '내린천']"
2717,"['코잉모', '눈높이', '교육', '성공적', 'border', 'coing', '우리', '쫄보', '뚜가', '물에', '첨벙', '뛰어드는', '날도', '오려나', '여튼', '애미도', '뚜니도', '겨울수영', '성', '공적']",2022-02-13,골드펫리조트,[]
2718,"['노을', '노을맛집', '노을사진', '하늘', '구름', '일상', '일상그램', '파라다이스독', '파독', '반려견운동장', '반려견놀이터', '애견카페', '안성', '평택', '하늘', '하늘맛집', '럽스타그램', '행복스타그램']",2022-02-13,파라다이스독,"['노을', '노을맛집', '노을사진', '하늘', '구름', '일상', '일상그램', '파라다이스독', '파독', '반려견운동장', '반려견놀이터', '애견카페', '안성', '평택', '하늘', '하늘맛집', '럽스타그램', '행복스타그램']"
2719,"['이번주', '따뜻하고', '아주', '좋아']",2022-02-13,,[]
2720,"['누가', '먼저', '시작할것인가', '골든리트리버', '리트리버', '대형견', '반려견', '반려견놀이터']",2022-02-12,용인시 기흥레스피아,"['골든리트리버', '리트리버', '대형견', '반려견', '반려견놀이터']"
2721,"['댕라운지', '우리영지', '초반에만', '호다닥', '댕기다', '큰친구가', '몇번들이댓더니', '싫어라', '안아라', '애미야', '춥구나', '달이는', '사회성공부하쟈', '뛰뛰를', '안해', '개가', '말티즈', '미니비숑', '영지', '달이', '애견카페', '반려견놀이터', '쫄보', 'dog', 'dogstagram', 'date', '세', '노견', 'olddog']",2022-02-12,댕라운지,"['댕라운지', '말티즈', '미니비숑', '영지', '달이', '애견카페', '반려견놀이터', '쫄보', 'dog', 'dogstagram', 'date', '세', '노견', 'olddog']"
2722,"['꼬질이', '사모예드', '나무', '우리나무귀여워', '강아지', '귀여워', '강아지스타그램', '멍스타그램', '반려견놀이터', '꼬질이', 'samoyed', 'namoo', 'tree', 'thecutestone', 'dog', 'puppy', 'dogstagram', 'dogstagram', 'doglife', 'puppylove', 'samoyedlife', 'happydog', 'bigdog']",2022-02-12,,"['사모예드', '나무', '우리나무귀여워', '강아지', '귀여워', '강아지스타그램', '멍스타그램', '반려견놀이터', '꼬질이', 'samoyed', 'namoo', 'tree', 'thecutestone', 'dog', 'puppy', 'dogstagram', 'dogstagram', 'doglife', 'puppylove', 'samoyedlife', 'happydog', 'bigdog']"
2723,"['새로운', '친구랑', '신나게', '놀기', '사모예드', '나무', '우리나무귀여워', '강아지', '귀여워', '강아지스타그램', '멍스타그램', '반려견놀이터', 'samoyed', 'namoo', 'tree', 'thecutestone', 'dog', 'puppy', 'dogstagram', 'dogstagram', 'doglife', 'puppylove', 'samoyedlife', 'happydog', 'bigdog']",2022-02-12,구갈레스피아,"['사모예드', '나무', '우리나무귀여워', '강아지', '귀여워', '강아지스타그램', '멍스타그램', '반려견놀이터', 'samoyed', 'namoo', 'tree', 'thecutestone', 'dog', 'puppy', 'dogstagram', 'dogstagram', 'doglife', 'puppylove', 'samoyedlife', 'happydog', 'bigdog']"
2724,"['하랑이', '은별이', '호수공원', '반려견놀이터']",2022-02-12,,"['하랑이', '은별이', '호수공원', '반려견놀이터']"
2725,"['미먼은', '최악이여도', '뛰뛰는', '포기못하죠', '일요일에', '만나요', '덕구빼꼼', '원주애견카페', '반려견놀이터', '반려견운동장', '강아지산책', '기업도시카페추천', '기업도시애견카페', '원주애카', '댕댕이들', '원주중형견', '원주소형견', '원주대형견', '원주카페', '원주카페추천', '펫티켓을지킵시다']",2022-02-12,,"['덕구빼꼼', '원주애견카페', '반려견놀이터', '반려견운동장', '강아지산책', '기업도시카페추천', '기업도시애견카페', '원주애카', '댕댕이들', '원주중형견', '원주소형견', '원주대형견', '원주카페', '원주카페추천', '펫티켓을지킵시다']"
2726,"['날씨좋다', '봄봄봄', '날씨', '반려견놀이터', '울애기', '신났다']",2022-02-12,,"['봄봄봄', '날씨', '반려견놀이터', '울애기', '신났다']"
2727,"['노는게', '제일', '조아', '마지막', '조는', '영상', '킬포', '헤세의정원', '나들이', '반려견놀이터']",2022-02-12,네이처독,"['헤세의정원', '나들이', '반려견놀이터']"
2728,"['번째', '방문한', '반려견', '놀이터', '오빠만', '졸졸', '따라다니고다른', '사람의', '냄새는', '잘', '맡으면서다른', '강아지가', '다가오면', '꼬리', '내리고', '도망쳐요', '마요야', '다', '착한', '강아지들이야', '같이', '놀아', '그리고', '동물병원가서', '심장사상충약', '바르고', '집에', '왔어요', '강아지산책', '강아지놀이터', '반려견놀이터', '관악구', '보라매공원', '시고르자브종', '준중형견', '댕댕이', '댕스타그램', '멍스타그램', 'dogstagram', 'dailydog', 'puppylove', '강아지일상', '마요', 'mayo', '심장사상충예방', '러브펫동물병원', 'dontbuyadopt', '사지말고입양하세요']",2022-02-12,보라매 반려견놀이터,"['강아지산책', '강아지놀이터', '반려견놀이터', '관악구', '보라매공원', '시고르자브종', '준중형견', '댕댕이', '댕스타그램', '멍스타그램', 'dogstagram', 'dailydog', 'puppylove', '강아지일상', '마요', 'mayo', '심장사상충예방', '러브펫동물병원', 'dontbuyadopt', '사지말고입양하세요']"
2729,"['꾸로는', '공놀이가', '너무', '좋개', '송파', '반려견놀이터에서', '신난', '꾸로멋진', '친구들도', '많고', '다', '좋은데', '모래밭이라서', '다녀오면', '목욕이', '필수라', '다시는', '안갈', '것', '같다', '시바견', '시바이누', '꾸로', '꾸로일상', '반려견놀이터', '송파반려견놀이터', '오프리쉬', '멍팔맞팔', '댕스타그램', '댕팔맞팔', '멍스타그램', '댕댕이', '블랙탄시바']",2022-02-12,잠실유수지 (탄천),"['시바견', '시바이누', '꾸로', '꾸로일상', '반려견놀이터', '송파반려견놀이터', '오프리쉬', '멍팔맞팔', '댕스타그램', '댕팔맞팔', '멍스타그램', '댕댕이', '블랙탄시바']"
2730,"['휴일엔', '엘린이', '놀이터', '갔다가', '롱이', '수제', '간식', '만들며', '보내기', '행복하다', '엘린네', '고구마오리말이', '황태오리말이', '장모치와와', '강아지스타그램', '반려견놀이터', '동물등록필수']",2022-02-12,마포,"['고구마오리말이', '황태오리말이', '장모치와와', '강아지스타그램', '반려견놀이터', '동물등록필수']"
2731,"['오늘도', '하얗게', '불태웠다', '애견놀이터', '반려견놀이터', 'petstagram', 'puppy', 'instadog', 'bostonterrier', 'dog', 'dogstagram', 'doglife', 'dogphoto', 'dogpictures']",2022-02-12,,"['애견놀이터', '반려견놀이터', 'petstagram', 'puppy', 'instadog', 'bostonterrier', 'dog', 'dogstagram', 'doglife', 'dogphoto', 'dogpictures']"
2732,"['며칠을', '제대로', '산책을', '못해서', '잠깐', '한시간', '넘게', '나갔다', '왔는데', '날은', '따뜻했지만', '미먼', '최악', '바로', '쾌변부터', '보시고', '이른', '시간이라', '반려견놀이터', '에', '칭구들이', '없네', '개똥을안치우면개를키울자격이없다', '페이즐리', '베스트에', '이어', '자켓', '아꿍이는', '아무', '관심도', '없는', '엄마의취향', '페이즐리패딩', '도래울반려견놀이터', '아꿍산책', '아꿍해줘', '반려견', '행복한강아지', '이탈리안그레이하운드', 'mysweetdoggy', 'doglife', 'doginstagram', 'italiangreyhound', 'iggy', 'dogpark']",2022-02-12,,"['반려견놀이터', '개똥을안치우면개를키울자격이없다', '엄마의취향', '페이즐리패딩', '도래울반려견놀이터', '아꿍산책', '아꿍해줘', '반려견', '행복한강아지', '이탈리안그레이하운드', 'mysweetdoggy', 'doglife', 'doginstagram', 'italiangreyhound', 'iggy', 'dogpark']"
2733,['m'],2022-02-12,,[]
2734,"['미세먼지', '심해서', '안나가려다가불쌍한척', '하는', '애', '데리고', '대공원']",2022-02-12,인천대공원,[]
2735,"['오늘의', '박하랑', '일기', '코코애견카페', '옥구공원', '오랜지마트', '하니임호네', '그리고집', '오후', '시에', '만나서', '시에', '집옴', '고생많았다', '박하랑', '오늘', '하랑이', '혓바닥', '다쳤는데', '울지도', '않고', '아픈가', '티', '하나도', '안내고', '재미있게', '놀아줘서', '엄마가', '너무', '고맙고', '미안해', '사랑해', '초코레브라도리트리버', '여자강아지', '배곧', '배곧신도시', '옥구공원', '옥구', '반려견', '반려견놀이터', '대형견놀이터', '대형견운동장', '애견스타그램', '개스타그램', '물개그램', '물트리버', '물강아지', '멍스타그램', '멍그램', '멍멍이그램', '멍멍이스타그램', '멍팔', '멍팔맛팔', '멍팔환영', '멍멍이소통', '멍멍이일상', '멍멍이사랑', '멍멍이카페', '멍멍이산책', '멍멍이소통', '멍멍이사랑', '하랑이', '하랑그램', '박하랑']",2022-02-11,옥구공원,"['초코레브라도리트리버', '여자강아지', '배곧', '배곧신도시', '옥구공원', '옥구', '반려견', '반려견놀이터', '대형견놀이터', '대형견운동장', '애견스타그램', '개스타그램', '물개그램', '물트리버', '물강아지', '멍스타그램', '멍그램', '멍멍이그램', '멍멍이스타그램', '멍팔', '멍팔맛팔', '멍팔환영', '멍멍이소통', '멍멍이일상', '멍멍이사랑', '멍멍이카페', '멍멍이산책', '멍멍이소통', '멍멍이사랑', '하랑이', '하랑그램', '박하랑']"
2736,"['오늘의', '일기', '오늘', '코코애견카페', '가서', '밥그릇', '들고', '놀다가', '너무', '흥분해서', '혓바닥을', '물었는지', '피가', '엄청', '많이', '나서', '엄마', '임호', '다', '놀랬고', '하니', '임호가', '지혈해줘서', '피', '엄추고', '엄마는', '더이상', '못놀겠다고', '해서', '덩치', '삼툔이랑', '하니언니랑', '옥수공원에서', '산나게', '놀았어요', '하랑아', '엄마', '심장', '먹는줄', '알았어', '병원', '갈뻔했어', '진짜', '다시는', '밥그릇', '안줄거야', '미안해', '진짜루', '그때만', '생각하면', '다리', '힘', '풀려', '내새끼', '사랑해', '초코레브라도리트리버', '여자강아지', '배곧', '배곧신도시', '옥구공원', '옥구', '반려견', '반려견놀이터', '대형견놀이터', '대형견운동장', '애견스타그램', '개스타그램', '물개그램', '물트리버', '물강아지', '멍스타그램', '멍그램', '멍멍이그램', '멍멍이스타그램', '멍팔', '멍팔맛팔', '멍팔환영', '멍멍이소통', '멍멍이일상', '멍멍이사랑', '멍멍이카페', '멍멍이산책', '멍멍이소통', '멍멍이사랑', '하랑이', '하랑그램', '박하랑']",2022-02-11,옥구공원,"['초코레브라도리트리버', '여자강아지', '배곧', '배곧신도시', '옥구공원', '옥구', '반려견', '반려견놀이터', '대형견놀이터', '대형견운동장', '애견스타그램', '개스타그램', '물개그램', '물트리버', '물강아지', '멍스타그램', '멍그램', '멍멍이그램', '멍멍이스타그램', '멍팔', '멍팔맛팔', '멍팔환영', '멍멍이소통', '멍멍이일상', '멍멍이사랑', '멍멍이카페', '멍멍이산책', '멍멍이소통', '멍멍이사랑', '하랑이', '하랑그램', '박하랑']"
2737,"['시간이', '거꾸로', '가는', '나의', '체험', '스토리', '어린시절부터', '운동을', '좋아', '하지', '않았어요', '대', '부터', '영업사원으로', '일을', '하면서', '많은', '술자리', '와', '불규칙한', '생활습관', '때문에', '취직당시', 'kg', '였던', '체중이', '키로', 'kg', '가', '증가', '하게', '됐어요그래서인지', '여러가지', '문제가', '생겻어요', '비염', '허리통증', '고혈압', '소화불량', '등이러다간', '죽겟다', '싶어', '다이어트', '병원에', '다녔어요식욕억제', '약과', '지방분해', '주사를', '맞으며', '약간', '체중감량을', '했지만', '금방', '요요문제가', '생깁니다', '그러던중', '시너지', '디톡스를', '만나', '놀라움', '경험을', '하게됐습니다', '만성', '비염이', '좋아졌고', '체지방이', '많이', '빠져', '몸이', '점점', '가벼워', '지기', '시작했어요', '몸이', '건강해지고', '가벼워지다', '보니', '운동을', '해야겠다는', '의지도', '생겼어요', '그후', '꾸준하게', '운동을', '하며', '지내고', '있습니다', '디톡스', '후', '체질변환과', '가벼워진', '몸으로', '운동을', '하니', '운동효과도', '배', '더', '좋았습니다', '여러분도', '디톡스를', '통해', '건강', '과', '자신감', '다이어트', '의지가', '꼭', '생기셨으면', '합니다', '봄가디건', '동명동카페', '대구카페', '고양이목걸이', '육아일상', '앞산카페', '갈비찜', '집사구함', '아기천사', '오늘의흔녀', '여행스냅', '아기모델', '두아들맘', '카페인테리어', '반려견놀이터', '여행기록', '등심', '육아맘소통', '봄옷추천']",2022-02-11,,"['봄가디건', '동명동카페', '대구카페', '고양이목걸이', '육아일상', '앞산카페', '갈비찜', '집사구함', '아기천사', '오늘의흔녀', '여행스냅', '아기모델', '두아들맘', '카페인테리어', '반려견놀이터', '여행기록', '등심', '육아맘소통', '봄옷추천']"
2738,"['시간이', '거꾸로', '가는', '나의', '체험', '스토리', '어린시절부터', '운동을', '좋아', '하지', '않았어요', '대', '부터', '영업사원으로', '일을', '하면서', '많은', '술자리', '와', '불규칙한', '생활습관', '때문에', '취직당시', 'kg', '였던', '체중이', '키로', 'kg', '가', '증가', '하게', '됐어요그래서인지', '여러가지', '문제가', '생겻어요', '비염', '허리통증', '고혈압', '소화불량', '등이러다간', '죽겟다', '싶어', '다이어트', '병원에', '다녔어요식욕억제', '약과', '지방분해', '주사를', '맞으며', '약간', '체중감량을', '했지만', '금방', '요요문제가', '생깁니다', '그러던중', '시너지', '디톡스를', '만나', '놀라움', '경험을', '하게됐습니다', '만성', '비염이', '좋아졌고', '체지방이', '많이', '빠져', '몸이', '점점', '가벼워', '지기', '시작했어요', '몸이', '건강해지고', '가벼워지다', '보니', '운동을', '해야겠다는', '의지도', '생겼어요', '그후', '꾸준하게', '운동을', '하며', '지내고', '있습니다', '디톡스', '후', '체질변환과', '가벼워진', '몸으로', '운동을', '하니', '운동효과도', '배', '더', '좋았습니다', '여러분도', '디톡스를', '통해', '건강', '과', '자신감', '다이어트', '의지가', '꼭', '생기셨으면', '합니다', '봄가디건', '동명동카페', '대구카페', '고양이목걸이', '육아일상', '앞산카페', '갈비찜', '집사구함', '아기천사', '오늘의흔녀', '여행스냅', '아기모델', '두아들맘', '카페인테리어', '반려견놀이터', '여행기록', '등심', '육아맘소통', '봄옷추천']",2022-02-11,,"['봄가디건', '동명동카페', '대구카페', '고양이목걸이', '육아일상', '앞산카페', '갈비찜', '집사구함', '아기천사', '오늘의흔녀', '여행스냅', '아기모델', '두아들맘', '카페인테리어', '반려견놀이터', '여행기록', '등심', '육아맘소통', '봄옷추천']"
2739,"['걸려들었어', '까까있는줄', '알았지', '독플레이스', '독플', '인천애견카페', '반려견놀이터', '애견호텔', '반려견호텔', '애견호텔', '효성동애견카페', '서구애견카페추천', '인천애견카페추천', '효성동애견카페추천', '인천애견호텔', '인천애견유치원', '인천계양구애견', '계양구효성동갈만한곳', '애견카페추천', '멍팔', '멍팔환영', '댕팔', '맞팔', '인천소형견호텔', '귀여운', '스노우', '달래', '입양해주세요', '평생가족', '기다려요']",2022-02-11,,"['독플레이스', '독플', '인천애견카페', '반려견놀이터', '애견호텔', '반려견호텔', '애견호텔', '효성동애견카페', '서구애견카페추천', '인천애견카페추천', '효성동애견카페추천', '인천애견호텔', '인천애견유치원', '인천계양구애견', '계양구효성동갈만한곳', '애견카페추천', '멍팔', '멍팔환영', '댕팔', '맞팔', '인천소형견호텔', '귀여운', '스노우', '달래', '입양해주세요', '평생가족', '기다려요']"
2740,"['할부지', '땅굴', '파겠슈', '구름할배', '방석에', '뭐숨기신건지', '귀여워죽겠네요', '독플레이스', '독플', '인천애견카페', '반려견놀이터', '애견호텔', '반려견호텔', '애견호텔', '효성동애견카페', '서구애견카페추천', '인천애견카페추천', '효성동애견카페추천', '인천애견호텔', '인천애견유치원', '인천계양구애견', '계양구효성동갈만한곳', '애견카페추천', '멍팔', '멍팔환영', '댕팔', '맞팔', '인천소형견호텔', '도로시지켜줄개', '구름이', '땅굴', '파는중', '임시보호', '임보일기']",2022-02-11,,"['독플레이스', '독플', '인천애견카페', '반려견놀이터', '애견호텔', '반려견호텔', '애견호텔', '효성동애견카페', '서구애견카페추천', '인천애견카페추천', '효성동애견카페추천', '인천애견호텔', '인천애견유치원', '인천계양구애견', '계양구효성동갈만한곳', '애견카페추천', '멍팔', '멍팔환영', '댕팔', '맞팔', '인천소형견호텔', '도로시지켜줄개', '구름이', '땅굴', '파는중', '임시보호', '임보일기']"
2741,"['먹어본', '사람들은', '꼭', '다시', '찾는다는', '이', '맛', '신가네', '암소', '설렁탕', '맛보러', '온게', '아니라', '인제', '라이프위드도그에', '넣으려고', '왔다', '명장님', '월부터는', '인제에서', '먹을수있게', '해주세요', '반려견들에게도', '귀한보양식이', '될거에요', '부탁합니다', '신가네암소설렁탕', '신재우', '일산라페스타', '라이프위드도그', '반려견간식', '설렁탕', '반려견은', '가족입니다', '반려가족전용리조트앤캠핑라이프위드그', '숙박', '객실', '캠핑', '식당', '공유주방', '반려견호텔', '돌봄서비스', '반려견카페', '반려견스토어', '반려견공원', '놀이터', '반려견체육관', '교육', '반려견수영장', '년오픈예정', '반려견목욕', '세미나', '미팅룸', '산책', '그리고', '힐링', '축제', '추억만들기', '년', '반려견과', '함께', '할수있는', '다양한', '프로그램과', '서비스를', '준비하면서', '더욱', '더', '고민하고', '연구하고', '노력하겠습니다', '예약', '문의', '리조트', '직접', '예약시', '반려견', '선물증정', '라이프위드도그', '반려견축제', '반려견과함께', '반려가족전용', '반려견과캠핑', '반려견투어', '반려견놀이터', '반려견호텔', '반려견유치원', '반려견돌봄서비스', '반려견카페', '대형견동반', '대형견숙박', '자작나무숲', '내린천']",2022-02-11,신가네암소설렁탕,"['신가네암소설렁탕', '신재우', '일산라페스타', '라이프위드도그', '반려견간식', '설렁탕', '반려견은', '라이프위드도그', '반려견축제', '반려견과함께', '반려가족전용', '반려견과캠핑', '반려견투어', '반려견놀이터', '반려견호텔', '반려견유치원', '반려견돌봄서비스', '반려견카페', '대형견동반', '대형견숙박', '자작나무숲', '내린천']"
2742,"['오늘', '만난', '하몽이와', '봉구', '착하다', '예쁘다', '또', '만나자', '얘들아', '반려견놀이터', '파라다이스독']",2022-02-11,NH 안성팜랜드,"['착하다', '반려견놀이터', '파라다이스독']"
2743,"['태산', '나는', '행복한', '멈무']",2022-02-11,,['태산']
2744,"['지난주에', '다녀온', '멍삼이네', '오랜만에', '실내에서', '놀고', '오랜만에', '둘', '다', '웃는', '사진', '건져땨']",2022-02-11,,[]
2745,"['호두마루', '시바견', '시바이누', '적시바', '시바견블랙탄', 'shibainu', 'shibastagram', '분당중앙공원', '반려견놀이터', '저번주', '주말', '이번주는', '어디로가나']",2022-02-11,분당구,"['호두마루', '시바견', '시바이누', '적시바', '시바견블랙탄', 'shibainu', 'shibastagram', '분당중앙공원', '반려견놀이터']"
2746,"['개러리아', '송파점', '오픈', 'D', 'Mon', 'gaereoria', 'songpa개러리아', '송파점', '이용문의강남점', '송파점', '개러리아', '송파반려견유치원', '반려견호텔', '반려견놀이터', '반려견수영장', 'grandopening', '파크론매트', '펫노리터', '아이조움펫']",2022-02-11,,"['개러리아', '송파반려견유치원', '반려견호텔', '반려견놀이터', '반려견수영장', 'grandopening', '파크론매트', '펫노리터', '아이조움펫']"
2747,"['흙', '챱챱', '반려견놀이터', '멍스타그램']",2022-02-11,,"['반려견놀이터', '멍스타그램']"
2748,"['오늘도', '잘', '놀아땅', '놀이터', 'fourdoong', 'fordoong', '반려견놀이터', '애견놀이터', '애견카페', '포둥포둥', '뛰뛰맛집', '포토존맛집', '강아지놀이터', '강아지운동장', '아이쥐', '이탈리안그레이하운드', '일상', '소통', '멍팔환영', '선팔하면맞팔', '강아지', '남매견', '일상']",2022-02-09,,"['반려견놀이터', '애견놀이터', '애견카페', '포둥포둥', '뛰뛰맛집', '포토존맛집', '강아지놀이터', '강아지운동장', '아이쥐', '이탈리안그레이하운드', '일상', '소통', '멍팔환영', '선팔하면맞팔', '강아지', '남매견', '일상']"
